0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33447278293964,105.33452689853968,105.33457315388173,105.33461053531474,105.33464389881631,105.33467834336625,105.33470342905757,105.33472047018593,105.33474835736202,105.33474588188413,105.33468854036072,105.33441314950711,105.33429129146903,105.33395768470301,105.3331165297628
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.3344401080053,105.33449949448674,105.33454998587165,105.3345940894095,105.33462965846878,105.3346618948391,105.3346962917757,105.33471956283401,105.33473533389257,105.33476232449092,92.78413924656479,105.33458825985745,105.3342604738266,105.33401648352927,105.33297500203781
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33436655229103,105.33447293698286,105.33452753625892,105.33457474115919,105.33461727299249,105.33465192608693,105.3346830819928,105.33471712238477,105.33473958856617,105.33476277974552,87.50361566569711,96.82726116899332,105.33443272286543,105.33395581764998,106.53350247126811
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33431576309825,105.33438987472125,105.33450587041416,105.33455658696495,105.33460116123962,105.33464285745004,105.33467741645262,105.33470779597214,105.3347414368668,104.57592650029447,86.85617355319762,90.7439250644313,99.3370186602389,105.33414601571832,106.46553588321638
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33425868784919,105.3343417125513,105.33442382110667,105.33453917601912,105.33458713329216,105.33462991611171,105.33467148651796,105.33470674039295,105.3347372024223,104.18796611352413,83.6942492076594,90.00246561504477,93.78528626027418,101.10913289074897,106.48466303696533
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33435479451349,105.33441138994556,105.33446964787088,105.33452775504878,105.33462017648912,105.334653873536,105.3346861027351,105.33472077657423,105.28720490527276,104.11338583148307,81.6893580780509,85.90537561036872,93.23789193606392,96.45256586391119,103.47415580764326
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33431107008157,105.3343654894558,105.33444007805447,105.33450484567291,105.33456228117625,105.33464977919934,105.33468476930749,105.33471801753304,105.26336737638009,103.83984650758823,81.15068177736926,83.1122184112288,88.80938517087839,96.13860874887806,99.87220095055143
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.3342728796672,105.33432099740705,105.33439079598452,105.33447624638157,105.33454426990642,105.33459995643516,105.33468261115209,105.33172983452576,105.25791380098467,103.64400934556006,79.91492119842606,82.25461525364969,85.74688939516469,91.7600485668465,99.88445484298408
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33421549994097,105.33429102775642,105.3343487754104,105.33442598102076,105.33451787845931,105.33458770795438,105.3346417446384,105.33028220665442,105.23607057557821,103.57580871619608,78.89958684808619,80.37719998056292,84.78330273765636,88.82382723989791,95.97885710979672
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33415156060587,105.3342363926386,105.33432422809666,105.33438848128841,105.33446873862604,105.33456441893856,105.33444748416507,105.3298590800712,105.22184993884979,103.45438287631511,78.4517359652816,78.79036604838983,82.45526480458794,87.93883461760112,93.92206332025046
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.3342630926464,105.33431220395443,105.33436966959485,105.33443800314988,105.33448803432081,105.33455479754868,105.33436613453217,105.32819982664009,105.21662366401358,103.34849319312895,77.8512510205169,77.99882722779748,80.51317535226059,85.38561810766188,93.25213525526475
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33421270588829,105.33427334613512,105.33433702383628,105.33440260289068,105.33447871380886,105.3345239578062,105.33430068403634,105.32718476982899,105.20642628957724,103.29476209421733,77.27961460693163,76.99022964288916,79.4964042050917,83.40156307782549,91.07923458771492
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.38150248339286,105.33422182889288,105.33430064732649,105.3343722716219,105.33444319507923,105.33450905908573,105.334162292696,105.3267582293275,105.1983493956029,103.23158241760322,76.93371797618708,76.01689530182527,78.15377749257503,82.3437465989479,89.64410943585025
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.50972643862764,105.36881422578666,105.33425110974748,105.33434004325056,105.33441590960143,105.334472684183,105.3340837629821,105.32591452279856,105.19422191503158,103.17102578084182,76.58563148404367,75.36894044983062,76.87085737601903,80.85158728849504,88.84541633494047
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.6436644945213,105.4663006928499,105.35955422969919,105.33429412973516,105.33438823079709,105.33444190427768,105.33402200775849,105.32530515273756,105.18896265231182,103.13152252937158,76.24101061480752,74.73030139011341,75.97927657935415,79.4828798215804,87.65244963017722
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.90296848221699,105.57060578565148,105.43326394702022,105.352872792129,105.33439738321758,105.33445060652225,105.33396376572738,105.32498215044082,105.18428592198677,103.09374019445609,75.98608534057287,74.09848317857013,75.08569957037278,78.5197140702559,86.64268033711555
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,106.2140478673686,105.79274451661747,105.51347148714507,105.4081219732669,105.34794286354072,105.33441769567746,105.33390604003768,105.32454101230609,105.18126336620554,103.05696843526135,75.75709921593683,73.59852735211429,74.20633336675266,77.52955543466103,85.93314455896024
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,106.49643293071026,106.06671875045997,105.70161117649096,105.46929954632884,105.3891609393452,105.3443209854933,105.33385467046618,105.32417367878563,105.17821290615663,103.02872895664389,75.53480779666508,73.1474748874694,73.48885464838119,76.57166428674552,85.18310700547737
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,106.83351989046155,106.32527811613318,105.93877831134661,105.62699856369916,105.43543340614511,105.37490202603352,105.34106817257232,105.32392267578665,105.17536143617255,103.00370011616305,75.34974386295634,72.71206516747144,72.83266128199159,75.78641631372984,84.48100293844975
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,107.14437133047281,106.6530021839242,106.17138638181463,105.82917892767563,105.56642813076081,105.40962926974206,105.36361802797404,105.32898190521031,105.17320521236731,102.97985808922682,75.18745419186848,72.33406304064465,72.20081931952467,75.06110384713304,83.91313243286255
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,107.40112122171486,106.96274577087145,106.48388788475529,106.03529188216916,105.73647852132301,105.51761724433824,105.38950293697745,105.34536554125681,105.17514624433059,102.95970881632692,75.03458053296453,71.9972207111996,71.64200193044769,74.36749251517797,83.38442616900663
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,107.64964734880621,107.22766471232666,106.78555487842112,106.32789310155141,105.91651526265409,105.65878891303339,105.47783675181402,105.36436686064013,105.18547758632883,102.94493148187027,74.89934962930153,71.68063776496584,71.13778505747996,73.75363501636679,82.88496944855439
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,107.84978597953899,107.4948845570799,107.05335938665496,106.6159668365085,106.18625459630127,105.81420719539433,105.593721178353,105.43608806930621,105.19814076564948,102.93769530862839,74.78331384560414,71.39398226612302,70.66373678778363,73.19769019346332,82.44833083281453
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,108.00613385011884,107.71409782136907,107.33438985034974,106.88151024570949,106.45636313238646,106.05935759849892,105.72646008422915,105.53014158077494,105.25509520155148,102.93435803094181,74.68493138261988,71.13773834996695,70.23017746609884,72.67664817557394,82.05347904781854
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,108.14129962320241,107.89039768855439,107.5691871096706,107.17106064629347,106.71504755067821,106.3084220954981,105.94642018074163,105.64241011574023,105.3301310486473,102.97013430071877,74.60041018517224,70.90520538486199,69.83664359309249,72.20063848505137,81.68552902520135
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,108.242502990275,108.04719757187274,107.7639806527972,107.41742680125263,107.00780494325723,106.5564169200412,106.17261667229185,105.83750515625357,105.42403530523598,103.02476551050924,74.58184845423973,70.6938310313231,69.47340113719966,71.7675422880248,81.35226074935377
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,108.31929655219851,108.16586341716523,107.94176875592669,107.62827248212943,107.26116656810136,106.84713394471851,106.4068085795436,106.04008332998954,105.59539679074258,103.10068526809599,74.60508290511791,70.53721550723476,69.13808694474876,71.36689312762725,81.05031789133052
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,108.38124354610794,108.25813128015628,108.07824548984863,107.8259507996452,107.48529404633152,107.103035026055,106.69086444580888,106.25839238558942,105.77552981421844,103.25410433187956,74.67333679291913,70.42042127079635,68.85055727015482,70.99657441937593,80.77183827616751
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,108.42573838881037,108.33397902944108,108.1869898486758,107.97987355047634,107.7009126434537,107.33715398484676,106.94495573197435,106.5318934060532,105.97779707559995,103.42626424132166,74.88394148091062,70.34474987526751,68.59938239469831,70.66749326484282,80.51545231308434
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,108.45907473102805,108.38894224986754,108.2780398171155,108.10569663684109,107.87131875620281,107.56810286538656,107.18552878894913,106.7803905410792,106.2394475726964,103.62939390720554,75.15933688726362,70.38221005820762,68.38353879502544,70.36942410656272,80.28726728500928
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,108.48485803976196,108.43101489539325,108.34476448751651,108.21302253960907,108.01441315579663,107.75349782580385,107.42871305654735,107.02402219826932,106.48187977101284,103.90522300381548,75.51205510719106,70.4886507377407,68.25088473526368,70.09978429325936,80.07807210407542
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,108.2815363799786,108.46374519300761,108.39668057324177,108.29239601503541,108.13850744546305,107.91338873758062,107.62698354260769,107.27613422752172,106.72805306871643,104.17787442104235,76.0305240687402,70.67092128192871,68.1758154234428,69.88829708605884,79.88605822251229
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,107.8161185523205,108.32019222214267,108.43766700017743,108.35551830293068,108.23144259759283,108.05450073057527,107.80285030208047,107.48516127792263,106.98927838897384,104.46567646259923,76.5985070835581,71.00633143607216,68.16190068909908,69.71697534866139,79.72948776140494
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,107.68369154273506,107.95171354772539,108.3413531279528,108.40595997861013,108.30694105834841,108.16155882139836,107.9607039707146,107.67590881347846,107.21082544246607,104.78471766645809,77.22969191408659,71.42382041861265,68.26863720078683,69.58691514411414,79.59237458909848
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,106.90534234993234,107.84502570680931,108.05472068248234,108.34773065683206,108.36799093657554,108.25044355022501,108.08214329012345,107.85004345614404,107.41895347709648,105.07412613728918,77.9695425278074,71.92737500092325,68.45711724703524,69.53976899604694,79.47646794059563
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,106.39211643442297,107.13972063278892,107.97148767313423,108.1300612545755,108.34126652881288,108.32320116533491,108.18525625054431,107.98612334085325,107.61297119873758,105.3551380485679,78.70514061741693,72.56604272667526,68.73035755885248,69.55194844584847,79.40847121868619
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,106.08772371715155,106.68385748948889,107.34137226050152,108.06817494658912,108.18160437808551,108.32310738146522,108.27056194410152,108.10423362002467,107.7681452269047,105.62931134068802,79.45118358548132,73.26011115896912,69.13457345349676,69.62677171125972,79.36909255805949
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.34761461429792,106.38894425690671,106.94313058962474,107.51288700145943,108.13954308048234,108.21263413311422,108.29376253286829,108.20317114854211,107.9060654527115,105.86395650391673,80.2187726006996,74.0076347062171,69.62381909760619,69.80244992150547,79.36347251249853
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,104.95115056583461,105.65019009302851,106.6594705321288,107.17048627086469,107.65669993398689,108.1891327420033,108.22532919212055,108.24756522628834,108.02380567085362,106.07857187082794,80.93158113121528,74.82387697941583,70.19508646084697,70.05360164893806,79.41788853438928
