1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.053344727826506642e+02,1.053345268974605347e+02,1.053345731527312523e+02,1.053346105341488084e+02,1.053346438976235220e+02,1.053346783422432367e+02,1.053347034280468648e+02,1.053347204691868768e+02,1.053347483564882197e+02,1.053347458810713846e+02,1.053346885391165131e+02,1.053344131464097586e+02,1.053342912877443496e+02,1.053339576774294812e+02,1.053331165072199269e+02
1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.053344401074899537e+02,1.053344994938984911e+02,1.053345499847753501e+02,1.053345940882339562e+02,1.053346296572974978e+02,1.053346618936698320e+02,1.053346962906995401e+02,1.053347195618760423e+02,1.053347353329495064e+02,1.053347623236771398e+02,9.278413924557021630e+01,1.053345882580267698e+02,1.053342604695270381e+02,1.053340164769552700e+02,1.053329749758324709e+02
1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.053343665507363909e+02,1.053344729361212302e+02,1.053345275354373740e+02,1.053345747400392725e+02,1.053346172718110267e+02,1.053346519249368072e+02,1.053346830808729209e+02,1.053347171213712414e+02,1.053347395876778592e+02,1.053347627789375593e+02,8.750361566467910279e+01,9.682726116760926516e+01,1.053344327200268395e+02,1.053339558100731352e+02,1.065335024468782734e+02
1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.053343157656998272e+02,1.053343898736262503e+02,1.053345058693316361e+02,1.053345565859689685e+02,1.053346011600959571e+02,1.053346428562826702e+02,1.053346774153496881e+02,1.053347077949276382e+02,1.053347414359371044e+02,1.045759264995546829e+02,8.685617355228791325e+01,9.074392506306713813e+01,9.933701865806713727e+01,1.053341460103438010e+02,1.064655358566846246e+02
1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.053342586885081005e+02,1.053343417140660279e+02,1.053344238202365375e+02,1.053345391748089526e+02,1.053345871321810279e+02,1.053346299149582137e+02,1.053346714853878439e+02,1.053347067393648047e+02,1.053347372014860923e+02,1.041879661127516528e+02,8.369424920684984670e+01,9.000246561391270461e+01,9.378528625818903208e+01,1.011091328865943666e+02,1.064846630172042268e+02
1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.053343547952180188e+02,1.053344113890230602e+02,1.053344696470819457e+02,1.053345277539739300e+02,1.053346201751578093e+02,1.053346538723324102e+02,1.053346861015718332e+02,1.053347207755015802e+02,1.052872049043598111e+02,1.041133858307438089e+02,8.168935807719938680e+01,8.590537560937488593e+01,9.323789193444414991e+01,9.645256585991424458e+01,1.034741557936229697e+02
1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.053343110707782984e+02,1.053343654898951485e+02,1.053344400766667945e+02,1.053345048447610566e+02,1.053345622800338788e+02,1.053346497778467779e+02,1.053346847681337266e+02,1.053347180164500827e+02,1.052633673754215664e+02,1.038398465068770236e+02,8.115068177660423032e+01,8.311221841020221746e+01,8.880938516939031047e+01,9.613860874588975491e+01,9.987220093664244303e+01
1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.053342728800454324e+02,1.053343209975827222e+02,1.053343907961206867e+02,1.053344762447061527e+02,1.053345442688875266e+02,1.053345999552585255e+02,1.053346826098254922e+02,1.053317298334245891e+02,1.052579138000284473e+02,1.036440093448058377e+02,7.991492119772452440e+01,8.225461525273796326e+01,8.574688939368962792e+01,9.176004856400511756e+01,9.988445483268246505e+01
1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.053342155038489096e+02,1.053342910280917692e+02,1.053343487751493655e+02,1.053344259808593790e+02,1.053345178766157346e+02,1.053345877068556291e+02,1.053346417434689926e+02,1.053302822054049841e+02,1.052360705746014702e+02,1.035758087154612923e+02,7.889958684730245864e+01,8.037719997973150043e+01,8.478330273636501602e+01,8.882382723717478257e+01,9.597885710031955853e+01
1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.053341515636211909e+02,1.053342363953939724e+02,1.053343242282004866e+02,1.053343884806584185e+02,1.053344687382022897e+02,1.053345644170174893e+02,1.053344474830273754e+02,1.053298590789601832e+02,1.052218499377361383e+02,1.034543828755692942e+02,7.845173596454316112e+01,7.879036604749475714e+01,8.245526480338376984e+01,8.793883461524667666e+01,9.392206331128429042e+01
