0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33447278265018,105.33452689746022,105.33457315273102,105.33461053414864,105.33464389762341,105.33467834224581,105.33470342808921,105.33472046908273,105.33474835649245,105.33474588103888,105.3346885392276,105.33441314652485,105.33429128750593,105.3339576774648,105.33311650709837
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.3344401074894,105.3344994938981,105.33454998477507,105.33459408823374,105.33462965729736,105.33466189366972,105.33469629070166,105.33471956191076,105.33473533285554,105.3347623235613,92.78413924590107,105.33458825758309,105.33426046959646,105.33401647671491,105.33297497579568
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33436655073582,105.33447293612078,105.33452753543703,105.33457474003903,105.33461727181086,105.33465192493688,105.33468308087578,105.33471712136162,105.33473958770567,105.33476277868854,87.50361566500526,96.82726116756814,105.33443271935901,105.33395581052312,106.53350244505486
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33431576569879,105.33438987362571,105.33450586933127,105.33455658596871,105.33460116009576,105.33464285628254,105.33467741535017,105.33470779493356,105.33474143590354,104.57592649940239,86.8561735525273,90.7439250630677,99.337018658002,105.33414600936159,106.46553585534328
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33425868850694,105.33434171406513,105.33442382023605,105.33453917480865,105.3345871321808,105.33462991495824,105.33467148538715,105.33470673936577,105.33473720147938,104.18796611252057,83.69424920715474,90.00246561391037,93.78528625813269,101.10913288655549,106.48466301224762
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33435479373458,105.33441138822627,105.3344696464581,105.33452775349697,105.33462017480547,105.334653872078,105.33468610146521,105.33472077524056,105.28720490421388,104.11338583048764,81.6893580773064,85.9053756094878,93.23789193432822,96.4525658599341,103.47415578996328
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33431106939994,105.33436548867522,105.33444007592425,105.33450484421346,105.33456227962773,105.33464977754805,105.33468476792042,105.33471801635443,105.26336737519547,103.83984650658971,81.15068177678711,83.11221841012055,88.80938516952001,96.13860874560895,99.87220093392126
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33427287916022,105.33432099651775,105.33439079513825,105.33447624405191,105.33454426842026,105.33459995492385,105.33468260958918,105.33172983323779,105.25791379992565,103.64400934445328,79.91492119791627,82.25461525274159,85.74688939356781,91.76004856427645,99.88445482944068
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33421549999129,105.33429102688685,105.33434877431098,105.33442598008287,105.33451787606731,105.33458770647071,105.33464174320332,105.33028220522903,105.23607057441649,103.57580871516943,78.89958684741379,80.37719997978593,84.78330273634127,88.82382723702283,95.9788570985746
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33415156116695,105.3342363923326,105.33432422690174,105.33438847998731,105.33446873760018,105.334564416581,105.33444748272395,105.32985907875734,105.22184993759284,103.45438287520348,78.45173596472328,78.79036604747989,82.45526480344992,87.93883461521278,93.92206330938563
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33426311822106,105.33431222264562,105.33436968338664,105.33443801248724,105.3344880409317,105.33455480243204,105.33436613671417,105.3281998281916,105.21662366490577,103.34849319323835,77.8512510206789,77.99882722769135,80.51317535156356,85.38561810605432,93.25213524627608
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.33421273880124,105.33427336864241,105.33433703990683,105.33440261455713,105.33447872141109,105.3345239630407,105.33430068785466,105.3271847712948,105.20642629060359,103.2947620945394,77.27961460705566,76.99022964276028,79.4964042045985,83.401563076124,91.0792345794902
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.38150252158577,105.33422185675727,105.33430066645766,105.33437228492494,105.33444320453277,105.33450906488275,105.33416229652646,105.32675823207103,105.19834939638524,103.23158241793486,76.93371797650097,76.01689530162432,78.15377749208112,82.34374659752658,89.64410942792702
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.50972648372071,105.36881425943702,105.33425113271213,105.33434005891472,105.33441592013291,105.33447269145753,105.33408376703952,105.32591452532108,105.19422191678697,103.17102578078544,76.58563148417774,75.36894044972456,76.87085737544467,80.85158728709672,88.84541632778055
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.64366455870265,105.46630073411501,105.35955425830083,105.33429414806331,105.33438824303218,105.33444191212156,105.3340220129803,105.32530515523156,105.18896265368964,103.13152252999814,76.24101061399342,74.73030138981555,75.97927657883099,79.48287982012575,87.65244962335201
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,105.90296883503805,105.57060604610187,105.43326414167929,105.35287293434016,105.33439748415319,105.3344506781959,105.33396381549049,105.32498218410292,105.18428594334407,103.0937402065584,75.98608534752974,74.0984831828096,75.08569957399692,78.51971407293011,86.64268033579316
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,106.21404826669972,105.79274482725295,105.51347171508607,105.40812214018804,105.34794298239622,105.334417777775,105.3339060964453,105.32454104994639,105.18126339060794,103.05696844820905,75.75709922260434,73.5985273570747,74.2063333701319,77.52955543748354,85.93314455834896
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,106.49643340472367,106.06671910121277,105.70161144203718,105.4692997384382,105.38916107649689,105.3443210799384,105.33385473325568,105.32417372004885,105.17821293221512,103.02872897095662,75.53480780204002,73.147474891816,73.48885465200834,76.57166428940874,85.18310700548685
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,106.83352048657544,106.32527855305587,105.93877861125672,105.62699878363713,105.43543356137958,105.37490213318696,105.34106824317601,105.32392272037275,105.17536146361175,103.00370013031747,75.34974386756195,72.71206517001046,72.8326612848815,75.78641631647058,84.48100293879632
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,107.14437194951257,106.65300271776397,106.17138676828739,105.82917917621806,105.56642830588741,105.4096293886801,105.36361810639676,105.32898195394472,105.17320524085495,102.97985810276907,75.18745419276561,72.33406304160296,72.20081932063604,75.06110384926576,83.91313243368452
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,107.4011233954129,106.96274752612028,106.48388929135284,106.03529294028998,105.73647926028076,105.5176177612388,105.38950328861799,105.34536577206806,105.17514638891292,102.95970889427242,75.03458056580949,71.99722073438268,71.64200195002817,74.36749253451677,83.38442619554117
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,107.64964986063859,107.22766672512998,106.78555644333336,106.32789431116728,105.91651614703656,105.65878950557001,105.47783714875187,105.36436711788697,105.18547774615838,102.9449315660403,74.89934965977722,71.68063778515518,71.13778507538409,73.75363503577287,82.88496947664527
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,107.84978860567807,107.49488684226058,107.05336119212218,106.615968182566,106.18625559164859,105.81420789455585,105.59372162222336,105.43608835098371,105.19814093652087,102.93769539566725,74.78331386794093,71.39398228093714,70.66373680171766,73.19769021146121,82.44833086332048
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,108.00613681975663,107.71410030717239,107.33439187222172,106.88151180987566,106.45636424204362,106.05935837457693,105.72646060074503,105.53014188628303,105.25509538123401,102.93435811642377,74.68493138704105,71.13773835303228,70.23017747388836,72.67664819015279,82.05347907865334
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,108.14130307680503,107.89040055048292,107.56918938213207,107.17106237835782,106.71504884900602,106.30842296100604,105.94642074465474,105.64241046526409,105.3301312343168,102.97013438103602,74.60041016125211,70.90520536692988,69.83664358933434,72.20063849473695,81.68552905539839
120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,108.24250889065169,108.04720328460165,107.76398548581643,107.4174306356272,107.00780782153764,106.5564190347882,106.17261807746642,105.83750604556161,105.42403583980735,103.02476576192147,74.58184849109105,70.69383104949436,69.47340116284505,71.7675423320735,81.35226083906906
